Country,Year,Value
Estonia,2018,13.95
Estonia,2019,13.21
Estonia,2020,11.74
Estonia,2021,17.37
Estonia,2022,:
Finland,2008,:
Finland,2009,:
Finland,2010,:
Finland,2011,:
Finland,2012,:
Finland,2013,:
Finland,2014,:
Finland,2015,:
Finland,2016,2.61
Finland,2017,2.02
Finland,2018,2.29
Finland,2019,3.35
Finland,2020,9.86
Finland,2021,7.32
Finland,2022,:
France,2008,:
France,2009,:
France,2010,:
France,2011,:
France,2012,:
France,2013,:
France,2014,:
France,2015,:
France,2016,3.62
France,2017,4.46
France,2018,5.44
France,2019,6.6
France,2020,7.22
France,2021,7.89
France,2022,:
Germany,2008,:
Germany,2009,:
Germany,2010,:
Germany,2011,:
Germany,2012,:
Germany,2013,:
Germany,2014,:
Germany,2015,:
Germany,2016,:
Germany,2017,8.09
Germany,2018,9.28
Germany,2019,15.08
Germany,2020,22.89
Germany,2021,47.43
Germany,2022,:
Greece,2008,:
Greece,2009,:
Greece,2010,:
Greece,2011,:
Greece,2012,:
Greece,2013,:
Greece,2014,:
Greece,2015,:
Greece,2016,2.39
Greece,2017,1.52
Greece,2018,2.63
Greece,2019,3.07
Greece,2020,2.17
Greece,2021,1.98
Greece,2022,:
Hungary,2008,:
Hungary,2009,:
Hungary,2010,:
Hungary,2011,:
Hungary,2012,:
Hungary,2013,:
Hungary,2014,:
Hungary,2015,:
Hungary,2016,2.75
Hungary,2017,14.63
Hungary,2018,2.14
Hungary,2019,2.54
Hungary,2020,2.75
Hungary,2021,4.01
Hungary,2022,:
Iceland,2008,:
Iceland,2009,:
Iceland,2010,:
Iceland,2011,:
Iceland,2012,:
Iceland,2013,:
Iceland,2014,:
Iceland,2015,:
Iceland,2016,:
Iceland,2017,:
Iceland,2018,0.86
Iceland,2019,1.4
Iceland,2020,9.06
Iceland,2021,11.93
Iceland,2022,:
Ireland,2008,:
Ireland,2009,:
Ireland,2010,:
Ireland,2011,:
Ireland,2012,:
Ireland,2013,:
Ireland,2014,:
Ireland,2015,:
Ireland,2016,6.05
Ireland,2017,7.11
Ireland,2018,8.24
Ireland,2019,10.2
Ireland,2020,9.04
Ireland,2021,10.11
Ireland,2022,:
Italy,2008,:
Italy,2009,:
Italy,2010,:
Italy,2011,:
Italy,2012,:
Italy,2013,:
Italy,2014,:
Italy,2015,:
Italy,2016,0.85
Italy,2017,0.96
Italy,2018,1.04
Italy,2019,1.38
Italy,2020,1.85
Italy,2021,2.1
Italy,2022,:
Kosovo*,2008,:
Kosovo*,2009,:
Kosovo*,2010,:
Kosovo*,2011,:
Kosovo*,2012,:
Kosovo*,2013,:
Kosovo*,2014,:
Kosovo*,2015,:
Kosovo*,2016,0.34
Kosovo*,2017,0.34
Kosovo*,2018,0.44
Kosovo*,2019,0.22
Kosovo*,2020,0.28
Kosovo*,2021,0.56
Kosovo*,2022,:
Latvia,2008,:
Latvia,2009,:
Latvia,2010,:
Latvia,2011,:
Latvia,2012,:
Latvia,2013,:
Latvia,2014,:
Latvia,2015,:
Latvia,2016,15.85
Latvia,2017,8.1
Latvia,2018,8.22
Latvia,2019,9.84
Latvia,2020,10.01
Latvia,2021,11.99
Latvia,2022,:
Liechtenstein,2008,:
Liechtenstein,2009,:
Liechtenstein,2010,:
Liechtenstein,2011,:
Liechtenstein,2012,:
Liechtenstein,2013,:
Liechtenstein,2014,:
Liechtenstein,2015,:
Liechtenstein,2016,:
Liechtenstein,2017,:
Liechtenstein,2018,:
Liechtenstein,2019,:
Liechtenstein,2020,:
Liechtenstein,2021,38.41
Liechtenstein,2022,:
Lithuania,2008,:
Lithuania,2009,:
Lithuania,2010,:
Lithuania,2011,:
Lithuania,2012,:
Lithuania,2013,:
Lithuania,2014,:
Lithuania,2015,:
Lithuania,2016,4.71
Lithuania,2017,5.2
Lithuania,2018,5.8
Lithuania,2019,6.76
Lithuania,2020,8.27
Lithuania,2021,7.3
Lithuania,2022,:
Luxembourg,2008,:
Luxembourg,2009,:
Luxembourg,2010,:
Luxembourg,2011,:
Luxembourg,2012,:
Luxembourg,2013,:
Luxembourg,2014,:
Luxembourg,2015,:
Luxembourg,2016,:
Luxembourg,2017,:
Luxembourg,2018,:
Luxembourg,2019,:
Luxembourg,2020,:
Luxembourg,2021,:
Luxembourg,2022,:
Malta,2008,:
Malta,2009,:
Malta,2010,:
Malta,2011,:
Malta,2012,:
Malta,2013,:
Malta,2014,:
Malta,2015,:
Malta,2016,0.67
Malta,2017,1.74
Malta,2018,0.84
Malta,2019,0.41
Malta,2020,1.55
Malta,2021,3.88
Malta,2022,:
Montenegro,2008,:
Montenegro,2009,:
Montenegro,2010,:
Montenegro,2011,:
Montenegro,2012,:
Montenegro,2013,:
Montenegro,2014,:
Montenegro,2015,:
Montenegro,2016,:
Montenegro,2017,0.48
Montenegro,2018,:
Montenegro,2019,0.8
Montenegro,2020,:
Montenegro,2021,0.64
Montenegro,2022,:
Netherlands,2008,:
Netherlands,2009,:
Netherlands,2010,:
Netherlands,2011,:
Netherlands,2012,:
Netherlands,2013,:
Netherlands,2014,:
Netherlands,2015,:
Netherlands,2016,:
Netherlands,2017,:
Netherlands,2018,:
Netherlands,2019,:
Netherlands,2020,:
Netherlands,2021,:
Netherlands,2022,:
North Macedonia,2008,:
North Macedonia,2009,:
North Macedonia,2010,:
North Macedonia,2011,:
North Macedonia,2012,:
North Macedonia,2013,:
North Macedonia,2014,:
North Macedonia,2015,:
North Macedonia,2016,:
North Macedonia,2017,:
North Macedonia,2018,:
North Macedonia,2019,:
North Macedonia,2020,:
North Macedonia,2021,:
North Macedonia,2022,:
Northern Ireland (UK) (NUTS 2021),2008,:
Northern Ireland (UK) (NUTS 2021),2009,:
Northern Ireland (UK) (NUTS 2021),2010,:
Northern Ireland (UK) (NUTS 2021),2011,:
Northern Ireland (UK) (NUTS 2021),2012,:
Northern Ireland (UK) (NUTS 2021),2013,:
Northern Ireland (UK) (NUTS 2021),2014,:
Northern Ireland (UK) (NUTS 2021),2015,:
Northern Ireland (UK) (NUTS 2021),2016,:
Northern Ireland (UK) (NUTS 2021),2017,:
Northern Ireland (UK) (NUTS 2021),2018,:
Northern Ireland (UK) (NUTS 2021),2019,:
Northern Ireland (UK) (NUTS 2021),2020,:
Northern Ireland (UK) (NUTS 2021),2021,:
Northern Ireland (UK) (NUTS 2021),2022,:
Norway,2008,:
Norway,2009,:
Norway,2010,:
Norway,2011,:
Norway,2012,:
Norway,2013,:
Norway,2014,:
Norway,2015,:
Norway,2016,7.9
Norway,2017,17.29
Norway,2018,23.4
Norway,2019,15.99
Norway,2020,19.64
Norway,2021,28.01
Norway,2022,:
Poland,2008,:
Poland,2009,:
Poland,2010,:
Poland,2011,:
Poland,2012,:
Poland,2013,:
Poland,2014,:
Poland,2015,:
Poland,2016,5.26
Poland,2017,5.07
Poland,2018,9.19
Poland,2019,35.85
Poland,2020,14.14
Poland,2021,10.58
Poland,2022,:
Portugal,2008,:
Portugal,2009,:
Portugal,2010,:
Portugal,2011,:
Portugal,2012,:
Portugal,2013,:
Portugal,2014,:
Portugal,2015,:
Portugal,2016,:
Portugal,2017,:
Portugal,2018,:
Portugal,2019,:
Portugal,2020,:
Portugal,2021,:
Portugal,2022,:
Romania,2008,:
Romania,2009,:
Romania,2010,:
Romania,2011,:
Romania,2012,:
Romania,2013,:
Romania,2014,:
Romania,2015,:
Romania,2016,:
Romania,2017,1.23
Romania,2018,1.14
Romania,2019,1.87
Romania,2020,2.58
Romania,2021,2.43
Romania,2022,:
Scotland (NUTS 2021),2008,:
Scotland (NUTS 2021),2009,:
Scotland (NUTS 2021),2010,:
Scotland (NUTS 2021),2011,:
Scotland (NUTS 2021),2012,:
Scotland (NUTS 2021),2013,:
Scotland (NUTS 2021),2014,:
Scotland (NUTS 2021),2015,:
Scotland (NUTS 2021),2016,:
Scotland (NUTS 2021),2017,:
Scotland (NUTS 2021),2018,:
Scotland (NUTS 2021),2019,:
Scotland (NUTS 2021),2020,:
Scotland (NUTS 2021),2021,:
Scotland (NUTS 2021),2022,:
Serbia,2008,:
Serbia,2009,:
Serbia,2010,:
Serbia,2011,:
Serbia,2012,:
Serbia,2013,:
Serbia,2014,:
Serbia,2015,:
Serbia,2016,0.85
Serbia,2017,0.74
Serbia,2018,0.6
Serbia,2019,0.92
Serbia,2020,1.15
Serbia,2021,2.01
Serbia,2022,:
Slovakia,2008,:
Slovakia,2009,:
Slovakia,2010,:
Slovakia,2011,:
Slovakia,2012,:
Slovakia,2013,:
Slovakia,2014,:
Slovakia,2015,:
Slovakia,2016,2.99
Slovakia,2017,4.45
Slovakia,2018,5.95
Slovakia,2019,5.25
Slovakia,2020,7.38
Slovakia,2021,5.4
Slovakia,2022,:
Slovenia,2008,:
Slovenia,2009,:
Slovenia,2010,:
Slovenia,2011,:
Slovenia,2012,:
Slovenia,2013,:
Slovenia,2014,:
Slovenia,2015,:
Slovenia,2016,5.33
Slovenia,2017,9.05
Slovenia,2018,6.82
Slovenia,2019,6.44
Slovenia,2020,7.16
Slovenia,2021,8.3
Slovenia,2022,:
Spain,2008,:
Spain,2009,:
Spain,2010,:
Spain,2011,:
Spain,2012,:
Spain,2013,:
Spain,2014,:
Spain,2015,:
Spain,2016,1.34
Spain,2017,1.65
Spain,2018,1.91
Spain,2019,1.85
Spain,2020,1.61
Spain,2021,1.56
Spain,2022,:
Sweden,2008,:
Sweden,2009,:
Sweden,2010,:
Sweden,2011,:
Sweden,2012,:
Sweden,2013,:
Sweden,2014,:
Sweden,2015,:
Sweden,2016,13.57
Sweden,2017,27.52
Sweden,2018,9.04
Sweden,2019,13.94
Sweden,2020,22.63
Sweden,2021,31.03
Sweden,2022,:
Switzerland,2008,:
Switzerland,2009,:
Switzerland,2010,:
Switzerland,2011,:
Switzerland,2012,:
Switzerland,2013,:
Switzerland,2014,:
Switzerland,2015,:
Switzerland,2016,:
Switzerland,2017,:
Switzerland,2018,:
Switzerland,2019,:
Switzerland,2020,18.05
Switzerland,2021,16.93
Switzerland,2022,:
Türkiye,2008,:
Türkiye,2009,:
Türkiye,2010,:
Türkiye,2011,:
Türkiye,2012,:
Türkiye,2013,:
Türkiye,2014,:
Türkiye,2015,:
Türkiye,2016,:
Türkiye,2017,:
Türkiye,2018,:
Türkiye,2019,:
Türkiye,2020,:
Türkiye,2021,:
Türkiye,2022,:
