Country,Year,Value
Finland,2013,:
Finland,2014,:
Finland,2015,:
Finland,2016,25
Finland,2017,17
Finland,2018,27
Finland,2019,13
Finland,2020,267
Finland,2021,23
Finland,2022,22
France,2008,:
France,2009,:
France,2010,:
France,2011,:
France,2012,:
France,2013,:
France,2014,:
France,2015,:
France,2016,190
France,2017,204
France,2018,231
France,2019,230
France,2020,204
France,2021,265
France,2022,240
Germany,2008,:
Germany,2009,:
Germany,2010,:
Germany,2011,:
Germany,2012,:
Germany,2013,:
Germany,2014,:
Germany,2015,:
Germany,2016,6502
Germany,2017,3850
Germany,2018,3970
Germany,2019,4147
Germany,2020,4170
Germany,2021,5110
Germany,2022,4928
Greece,2008,:
Greece,2009,:
Greece,2010,:
Greece,2011,:
Greece,2012,:
Greece,2013,:
Greece,2014,:
Greece,2015,:
Greece,2016,:
Greece,2017,119
Greece,2018,231
Greece,2019,190
Greece,2020,64
Greece,2021,253
Greece,2022,131
Hungary,2008,:
Hungary,2009,:
Hungary,2010,:
Hungary,2011,:
Hungary,2012,:
Hungary,2013,:
Hungary,2014,:
Hungary,2015,:
Hungary,2016,968
Hungary,2017,1005
Hungary,2018,1871
Hungary,2019,387
Hungary,2020,2025
Hungary,2021,6148
Hungary,2022,818
Iceland,2008,:
Iceland,2009,:
Iceland,2010,:
Iceland,2011,:
Iceland,2012,:
Iceland,2013,:
Iceland,2014,:
Iceland,2015,:
Iceland,2016,:
Iceland,2017,:
Iceland,2018,:
Iceland,2019,:
Iceland,2020,:
Iceland,2021,:
Iceland,2022,:
Ireland,2008,:
Ireland,2009,:
Ireland,2010,:
Ireland,2011,:
Ireland,2012,:
Ireland,2013,:
Ireland,2014,:
Ireland,2015,:
Ireland,2016,:
Ireland,2017,:
Ireland,2018,:
Ireland,2019,:
Ireland,2020,:
Ireland,2021,:
Ireland,2022,:
Italy,2008,:
Italy,2009,:
Italy,2010,:
Italy,2011,:
Italy,2012,:
Italy,2013,:
Italy,2014,:
Italy,2015,:
Italy,2016,525
Italy,2017,533
Italy,2018,408
Italy,2019,460
Italy,2020,409
Italy,2021,343
Italy,2022,355
Kosovo*,2008,:
Kosovo*,2009,:
Kosovo*,2010,:
Kosovo*,2011,:
Kosovo*,2012,:
Kosovo*,2013,:
Kosovo*,2014,:
Kosovo*,2015,:
Kosovo*,2016,48
Kosovo*,2017,44
Kosovo*,2018,39
Kosovo*,2019,20
Kosovo*,2020,40
Kosovo*,2021,:
Kosovo*,2022,:
Latvia,2008,:
Latvia,2009,:
Latvia,2010,:
Latvia,2011,:
Latvia,2012,:
Latvia,2013,:
Latvia,2014,:
Latvia,2015,:
Latvia,2016,232
Latvia,2017,125
Latvia,2018,147
Latvia,2019,103
Latvia,2020,121
Latvia,2021,147
Latvia,2022,150
Liechtenstein,2008,:
Liechtenstein,2009,:
Liechtenstein,2010,:
Liechtenstein,2011,:
Liechtenstein,2012,:
Liechtenstein,2013,:
Liechtenstein,2014,:
Liechtenstein,2015,:
Liechtenstein,2016,0
Liechtenstein,2017,:
Liechtenstein,2018,:
Liechtenstein,2019,:
Liechtenstein,2020,:
Liechtenstein,2021,:
Liechtenstein,2022,:
Lithuania,2008,:
Lithuania,2009,:
Lithuania,2010,:
Lithuania,2011,:
Lithuania,2012,:
Lithuania,2013,:
Lithuania,2014,:
Lithuania,2015,:
Lithuania,2016,62
Lithuania,2017,86
Lithuania,2018,38
Lithuania,2019,76
Lithuania,2020,313
Lithuania,2021,350
Lithuania,2022,337
Luxembourg,2008,:
Luxembourg,2009,:
Luxembourg,2010,:
Luxembourg,2011,:
Luxembourg,2012,:
Luxembourg,2013,:
Luxembourg,2014,:
Luxembourg,2015,:
Luxembourg,2016,5
Luxembourg,2017,1
Luxembourg,2018,3
Luxembourg,2019,1
Luxembourg,2020,5
Luxembourg,2021,4
Luxembourg,2022,0
Malta,2008,:
Malta,2009,:
Malta,2010,:
Malta,2011,:
Malta,2012,:
Malta,2013,:
Malta,2014,:
Malta,2015,:
Malta,2016,1
Malta,2017,1
Malta,2018,2
Malta,2019,1
Malta,2020,1
Malta,2021,6
Malta,2022,5
Montenegro,2008,:
Montenegro,2009,:
Montenegro,2010,:
Montenegro,2011,:
Montenegro,2012,:
Montenegro,2013,:
Montenegro,2014,:
Montenegro,2015,:
Montenegro,2016,20
Montenegro,2017,4
Montenegro,2018,4
Montenegro,2019,1
Montenegro,2020,6
Montenegro,2021,8
Montenegro,2022,12
Netherlands,2008,:
Netherlands,2009,:
Netherlands,2010,:
Netherlands,2011,:
Netherlands,2012,:
Netherlands,2013,:
Netherlands,2014,:
Netherlands,2015,:
Netherlands,2016,:
Netherlands,2017,:
Netherlands,2018,:
Netherlands,2019,:
Netherlands,2020,:
Netherlands,2021,:
Netherlands,2022,:
North Macedonia,2008,:
North Macedonia,2009,:
North Macedonia,2010,:
North Macedonia,2011,:
North Macedonia,2012,:
North Macedonia,2013,:
North Macedonia,2014,:
North Macedonia,2015,:
North Macedonia,2016,:
North Macedonia,2017,:
North Macedonia,2018,:
North Macedonia,2019,7
North Macedonia,2020,6
North Macedonia,2021,7
North Macedonia,2022,16
Northern Ireland (UK) (NUTS 2021),2008,:
Northern Ireland (UK) (NUTS 2021),2009,:
Northern Ireland (UK) (NUTS 2021),2010,:
Northern Ireland (UK) (NUTS 2021),2011,:
Northern Ireland (UK) (NUTS 2021),2012,:
Northern Ireland (UK) (NUTS 2021),2013,:
Northern Ireland (UK) (NUTS 2021),2014,:
Northern Ireland (UK) (NUTS 2021),2015,:
Northern Ireland (UK) (NUTS 2021),2016,:
Northern Ireland (UK) (NUTS 2021),2017,:
Northern Ireland (UK) (NUTS 2021),2018,:
Northern Ireland (UK) (NUTS 2021),2019,:
Northern Ireland (UK) (NUTS 2021),2020,:
Northern Ireland (UK) (NUTS 2021),2021,:
Northern Ireland (UK) (NUTS 2021),2022,:
Norway,2008,:
Norway,2009,:
Norway,2010,:
Norway,2011,:
Norway,2012,:
Norway,2013,:
Norway,2014,:
Norway,2015,:
Norway,2016,:
Norway,2017,:
Norway,2018,:
Norway,2019,:
Norway,2020,:
Norway,2021,:
Norway,2022,:
Poland,2008,:
Poland,2009,:
Poland,2010,:
Poland,2011,:
Poland,2012,:
Poland,2013,:
Poland,2014,:
Poland,2015,:
Poland,2016,6166
Poland,2017,5013
Poland,2018,8989
Poland,2019,4085
Poland,2020,5065
Poland,2021,4957
Poland,2022,3072
Portugal,2008,:
Portugal,2009,:
Portugal,2010,:
Portugal,2011,:
Portugal,2012,:
Portugal,2013,:
Portugal,2014,:
Portugal,2015,:
Portugal,2016,69
Portugal,2017,84
Portugal,2018,71
Portugal,2019,70
Portugal,2020,62
Portugal,2021,100
Portugal,2022,56
Romania,2008,:
Romania,2009,:
Romania,2010,:
Romania,2011,:
Romania,2012,:
Romania,2013,:
Romania,2014,:
Romania,2015,:
Romania,2016,1173
Romania,2017,855
Romania,2018,658
Romania,2019,647
Romania,2020,679
Romania,2021,763
Romania,2022,429
Scotland (NUTS 2021),2008,:
Scotland (NUTS 2021),2009,:
Scotland (NUTS 2021),2010,:
Scotland (NUTS 2021),2011,:
Scotland (NUTS 2021),2012,:
Scotland (NUTS 2021),2013,:
Scotland (NUTS 2021),2014,:
Scotland (NUTS 2021),2015,:
Scotland (NUTS 2021),2016,:
Scotland (NUTS 2021),2017,:
Scotland (NUTS 2021),2018,:
Scotland (NUTS 2021),2019,:
Scotland (NUTS 2021),2020,:
Scotland (NUTS 2021),2021,:
Scotland (NUTS 2021),2022,:
Serbia,2008,:
Serbia,2009,:
Serbia,2010,:
Serbia,2011,:
Serbia,2012,:
Serbia,2013,:
Serbia,2014,:
Serbia,2015,:
Serbia,2016,147
Serbia,2017,147
Serbia,2018,295
Serbia,2019,219
Serbia,2020,180
Serbia,2021,195
Serbia,2022,145
Slovakia,2008,:
Slovakia,2009,:
Slovakia,2010,:
Slovakia,2011,:
Slovakia,2012,:
Slovakia,2013,:
Slovakia,2014,:
Slovakia,2015,:
Slovakia,2016,71
Slovakia,2017,128
Slovakia,2018,67
Slovakia,2019,62
Slovakia,2020,66
Slovakia,2021,96
Slovakia,2022,68
Slovenia,2008,:
Slovenia,2009,:
Slovenia,2010,:
Slovenia,2011,:
Slovenia,2012,:
Slovenia,2013,:
Slovenia,2014,:
Slovenia,2015,:
Slovenia,2016,199
Slovenia,2017,80
Slovenia,2018,108
Slovenia,2019,185
Slovenia,2020,298
Slovenia,2021,187
Slovenia,2022,191
Spain,2008,:
Spain,2009,:
Spain,2010,:
Spain,2011,:
Spain,2012,:
Spain,2013,:
Spain,2014,:
Spain,2015,:
Spain,2016,76
Spain,2017,72
Spain,2018,80
Spain,2019,54
Spain,2020,47
Spain,2021,139
Spain,2022,175
Sweden,2008,:
Sweden,2009,:
Sweden,2010,:
Sweden,2011,:
Sweden,2012,:
Sweden,2013,:
Sweden,2014,:
Sweden,2015,:
Sweden,2016,251
Sweden,2017,287
Sweden,2018,441
Sweden,2019,161
Sweden,2020,152
Sweden,2021,400
Sweden,2022,173
Switzerland,2008,:
Switzerland,2009,:
Switzerland,2010,:
Switzerland,2011,:
Switzerland,2012,:
Switzerland,2013,:
Switzerland,2014,:
Switzerland,2015,:
Switzerland,2016,20
Switzerland,2017,25
Switzerland,2018,18
Switzerland,2019,13
Switzerland,2020,20
Switzerland,2021,60
Switzerland,2022,57
Türkiye,2008,:
Türkiye,2009,:
Türkiye,2010,:
Türkiye,2011,:
Türkiye,2012,:
Türkiye,2013,:
Türkiye,2014,:
Türkiye,2015,:
Türkiye,2016,1716
Türkiye,2017,:
Türkiye,2018,:
Türkiye,2019,:
Türkiye,2020,:
Türkiye,2021,:
Türkiye,2022,:
