Country,Year,Value
Sweden,2018,11291
Sweden,2019,11142
Sweden,2020,11567
Sweden,2021,12636
Sweden,2022,11305
Switzerland,2008,:
Switzerland,2009,2322
Switzerland,2010,1949
Switzerland,2011,2264
Switzerland,2012,2012
Switzerland,2013,2125
Switzerland,2014,2191
Switzerland,2015,2178
Switzerland,2016,2154
Switzerland,2017,3136
Switzerland,2018,665
Switzerland,2019,626
Switzerland,2020,683
Switzerland,2021,720
Switzerland,2022,752
Türkiye,2008,:
Türkiye,2009,:
Türkiye,2010,:
Türkiye,2011,:
Türkiye,2012,:
Türkiye,2013,:
Türkiye,2014,:
Türkiye,2015,:
Türkiye,2016,5528
Türkiye,2017,6325
Türkiye,2018,7521
Türkiye,2019,8481
Türkiye,2020,7749
Türkiye,2021,9049
Türkiye,2022,9675
