Country,Year,Value
Finland,2012,:
Finland,2013,:
Finland,2014,:
Finland,2015,:
Finland,2016,370
Finland,2017,473
Finland,2018,426
Finland,2019,452
Finland,2020,594
Finland,2021,700
Finland,2022,926
France,2008,:
France,2009,:
France,2010,:
France,2011,:
France,2012,:
France,2013,:
France,2014,:
France,2015,:
France,2016,1113
France,2017,1222
France,2018,1516
France,2019,1712
France,2020,2102
France,2021,2712
France,2022,2893
Germany,2008,:
Germany,2009,:
Germany,2010,:
Germany,2011,:
Germany,2012,:
Germany,2013,:
Germany,2014,:
Germany,2015,:
Germany,2016,11541
Germany,2017,10015
Germany,2018,8652
Germany,2019,9764
Germany,2020,8942
Germany,2021,14785
Germany,2022,22614
Greece,2008,:
Greece,2009,:
Greece,2010,:
Greece,2011,:
Greece,2012,:
Greece,2013,:
Greece,2014,:
Greece,2015,:
Greece,2016,26
Greece,2017,29
Greece,2018,26
Greece,2019,36
Greece,2020,38
Greece,2021,80
Greece,2022,123
Hungary,2008,:
Hungary,2009,:
Hungary,2010,:
Hungary,2011,:
Hungary,2012,:
Hungary,2013,:
Hungary,2014,:
Hungary,2015,:
Hungary,2016,51
Hungary,2017,87
Hungary,2018,241
Hungary,2019,188
Hungary,2020,301
Hungary,2021,351
Hungary,2022,533
Iceland,2008,:
Iceland,2009,:
Iceland,2010,:
Iceland,2011,:
Iceland,2012,:
Iceland,2013,:
Iceland,2014,:
Iceland,2015,:
Iceland,2016,:
Iceland,2017,:
Iceland,2018,104
Iceland,2019,245
Iceland,2020,288
Iceland,2021,258
Iceland,2022,156
Ireland,2008,:
Ireland,2009,:
Ireland,2010,:
Ireland,2011,:
Ireland,2012,:
Ireland,2013,:
Ireland,2014,:
Ireland,2015,:
Ireland,2016,:
Ireland,2017,:
Ireland,2018,:
Ireland,2019,254
Ireland,2020,624
Ireland,2021,833
Ireland,2022,545
Italy,2008,:
Italy,2009,:
Italy,2010,:
Italy,2011,:
Italy,2012,:
Italy,2013,:
Italy,2014,:
Italy,2015,:
Italy,2016,1805
Italy,2017,1941
Italy,2018,1959
Italy,2019,2218
Italy,2020,2097
Italy,2021,1687
Italy,2022,1561
Kosovo*,2008,:
Kosovo*,2009,:
Kosovo*,2010,:
Kosovo*,2011,:
Kosovo*,2012,:
Kosovo*,2013,:
Kosovo*,2014,:
Kosovo*,2015,:
Kosovo*,2016,4
Kosovo*,2017,5
Kosovo*,2018,3
Kosovo*,2019,6
Kosovo*,2020,4
Kosovo*,2021,:
Kosovo*,2022,:
Latvia,2008,:
Latvia,2009,:
Latvia,2010,:
Latvia,2011,:
Latvia,2012,:
Latvia,2013,:
Latvia,2014,:
Latvia,2015,:
Latvia,2016,120
Latvia,2017,123
Latvia,2018,196
Latvia,2019,335
Latvia,2020,415
Latvia,2021,422
Latvia,2022,463
Liechtenstein,2008,:
Liechtenstein,2009,:
Liechtenstein,2010,:
Liechtenstein,2011,:
Liechtenstein,2012,:
Liechtenstein,2013,:
Liechtenstein,2014,:
Liechtenstein,2015,:
Liechtenstein,2016,68
Liechtenstein,2017,49
Liechtenstein,2018,49
Liechtenstein,2019,70
Liechtenstein,2020,58
Liechtenstein,2021,63
Liechtenstein,2022,70
Lithuania,2008,:
Lithuania,2009,:
Lithuania,2010,:
Lithuania,2011,:
Lithuania,2012,:
Lithuania,2013,:
Lithuania,2014,:
Lithuania,2015,:
Lithuania,2016,32
Lithuania,2017,21
Lithuania,2018,55
Lithuania,2019,52
Lithuania,2020,83
Lithuania,2021,42
Lithuania,2022,38
Luxembourg,2008,:
Luxembourg,2009,:
Luxembourg,2010,:
Luxembourg,2011,:
Luxembourg,2012,:
Luxembourg,2013,:
Luxembourg,2014,:
Luxembourg,2015,:
Luxembourg,2016,:
Luxembourg,2017,:
Luxembourg,2018,:
Luxembourg,2019,:
Luxembourg,2020,:
Luxembourg,2021,:
Luxembourg,2022,:
Malta,2008,:
Malta,2009,:
Malta,2010,:
Malta,2011,:
Malta,2012,:
Malta,2013,:
Malta,2014,:
Malta,2015,:
Malta,2016,77
Malta,2017,58
Malta,2018,33
Malta,2019,36
Malta,2020,107
Malta,2021,180
Malta,2022,130
Montenegro,2008,:
Montenegro,2009,:
Montenegro,2010,:
Montenegro,2011,:
Montenegro,2012,:
Montenegro,2013,:
Montenegro,2014,:
Montenegro,2015,:
Montenegro,2016,:
Montenegro,2017,:
Montenegro,2018,184
Montenegro,2019,36
Montenegro,2020,40
Montenegro,2021,10
Montenegro,2022,2
Netherlands,2008,:
Netherlands,2009,:
Netherlands,2010,:
Netherlands,2011,:
Netherlands,2012,:
Netherlands,2013,:
Netherlands,2014,:
Netherlands,2015,:
Netherlands,2016,610
Netherlands,2017,700
Netherlands,2018,901
Netherlands,2019,1380
Netherlands,2020,1945
Netherlands,2021,2480
Netherlands,2022,1535
North Macedonia,2008,:
North Macedonia,2009,:
North Macedonia,2010,:
North Macedonia,2011,:
North Macedonia,2012,:
North Macedonia,2013,:
North Macedonia,2014,:
North Macedonia,2015,:
North Macedonia,2016,:
North Macedonia,2017,:
North Macedonia,2018,:
North Macedonia,2019,:
North Macedonia,2020,:
North Macedonia,2021,:
North Macedonia,2022,:
Northern Ireland (UK) (NUTS 2021),2008,:
Northern Ireland (UK) (NUTS 2021),2009,:
Northern Ireland (UK) (NUTS 2021),2010,:
Northern Ireland (UK) (NUTS 2021),2011,:
Northern Ireland (UK) (NUTS 2021),2012,:
Northern Ireland (UK) (NUTS 2021),2013,:
Northern Ireland (UK) (NUTS 2021),2014,:
Northern Ireland (UK) (NUTS 2021),2015,:
Northern Ireland (UK) (NUTS 2021),2016,:
Northern Ireland (UK) (NUTS 2021),2017,:
Northern Ireland (UK) (NUTS 2021),2018,:
Northern Ireland (UK) (NUTS 2021),2019,:
Northern Ireland (UK) (NUTS 2021),2020,:
Northern Ireland (UK) (NUTS 2021),2021,:
Northern Ireland (UK) (NUTS 2021),2022,:
Norway,2008,:
Norway,2009,:
Norway,2010,:
Norway,2011,:
Norway,2012,:
Norway,2013,:
Norway,2014,:
Norway,2015,:
Norway,2016,114
Norway,2017,116
Norway,2018,94
Norway,2019,140
Norway,2020,157
Norway,2021,184
Norway,2022,188
Poland,2008,:
Poland,2009,:
Poland,2010,:
Poland,2011,:
Poland,2012,:
Poland,2013,:
Poland,2014,:
Poland,2015,:
Poland,2016,338
Poland,2017,371
Poland,2018,479
Poland,2019,1290
Poland,2020,649
Poland,2021,849
Poland,2022,1055
Portugal,2008,:
Portugal,2009,:
Portugal,2010,:
Portugal,2011,:
Portugal,2012,:
Portugal,2013,:
Portugal,2014,:
Portugal,2015,:
Portugal,2016,18
Portugal,2017,25
Portugal,2018,31
Portugal,2019,36
Portugal,2020,47
Portugal,2021,51
Portugal,2022,49
Romania,2008,:
Romania,2009,:
Romania,2010,:
Romania,2011,:
Romania,2012,:
Romania,2013,:
Romania,2014,:
Romania,2015,:
Romania,2016,954
Romania,2017,636
Romania,2018,438
Romania,2019,642
Romania,2020,240
Romania,2021,260
Romania,2022,323
Scotland (NUTS 2021),2008,:
Scotland (NUTS 2021),2009,:
Scotland (NUTS 2021),2010,:
Scotland (NUTS 2021),2011,:
Scotland (NUTS 2021),2012,:
Scotland (NUTS 2021),2013,:
Scotland (NUTS 2021),2014,:
Scotland (NUTS 2021),2015,:
Scotland (NUTS 2021),2016,:
Scotland (NUTS 2021),2017,:
Scotland (NUTS 2021),2018,:
Scotland (NUTS 2021),2019,:
Scotland (NUTS 2021),2020,:
Scotland (NUTS 2021),2021,:
Scotland (NUTS 2021),2022,:
Serbia,2008,:
Serbia,2009,:
Serbia,2010,:
Serbia,2011,:
Serbia,2012,:
Serbia,2013,:
Serbia,2014,:
Serbia,2015,:
Serbia,2016,12
Serbia,2017,37
Serbia,2018,137
Serbia,2019,175
Serbia,2020,114
Serbia,2021,226
Serbia,2022,182
Slovakia,2008,:
Slovakia,2009,:
Slovakia,2010,:
Slovakia,2011,:
Slovakia,2012,:
Slovakia,2013,:
Slovakia,2014,:
Slovakia,2015,:
Slovakia,2016,116
Slovakia,2017,117
Slovakia,2018,111
Slovakia,2019,62
Slovakia,2020,77
Slovakia,2021,83
Slovakia,2022,126
Slovenia,2008,:
Slovenia,2009,:
Slovenia,2010,:
Slovenia,2011,:
Slovenia,2012,:
Slovenia,2013,:
Slovenia,2014,:
Slovenia,2015,:
Slovenia,2016,51
Slovenia,2017,:
Slovenia,2018,:
Slovenia,2019,59
Slovenia,2020,69
Slovenia,2021,59
Slovenia,2022,93
Spain,2008,:
Spain,2009,:
Spain,2010,:
Spain,2011,:
Spain,2012,:
Spain,2013,:
Spain,2014,:
Spain,2015,:
Spain,2016,262
Spain,2017,260
Spain,2018,272
Spain,2019,295
Spain,2020,310
Spain,2021,343
Spain,2022,411
Sweden,2008,:
Sweden,2009,:
Sweden,2010,:
Sweden,2011,:
Sweden,2012,:
Sweden,2013,:
Sweden,2014,:
Sweden,2015,:
Sweden,2016,1971
Sweden,2017,3137
Sweden,2018,6787
Sweden,2019,6773
Sweden,2020,9303
Sweden,2021,10534
Sweden,2022,14958
Switzerland,2008,:
Switzerland,2009,:
Switzerland,2010,:
Switzerland,2011,:
Switzerland,2012,:
Switzerland,2013,:
Switzerland,2014,:
Switzerland,2015,:
Switzerland,2016,663
Switzerland,2017,807
Switzerland,2018,1225
Switzerland,2019,1772
Switzerland,2020,3070
Switzerland,2021,3600
Switzerland,2022,3751
Türkiye,2008,:
Türkiye,2009,:
Türkiye,2010,:
Türkiye,2011,:
Türkiye,2012,:
Türkiye,2013,:
Türkiye,2014,:
Türkiye,2015,:
Türkiye,2016,992
Türkiye,2017,:
Türkiye,2018,:
Türkiye,2019,:
Türkiye,2020,:
Türkiye,2021,:
Türkiye,2022,:
