Country,Year,Value
Malta,2010,89.85
Malta,2011,87.71
Malta,2012,73.29
Malta,2013,76.92
Malta,2014,56.35
Malta,2015,52.08
Malta,2016,56.84
Malta,2017,72.13
Malta,2018,66.64
Malta,2019,49.64
Malta,2020,44.7
Malta,2021,49.22
Malta,2022,59.5
Montenegro,2008,3.57
Montenegro,2009,8.26
Montenegro,2010,6.46
Montenegro,2011,7.74
Montenegro,2012,6.93
Montenegro,2013,6.28
Montenegro,2014,3.38
Montenegro,2015,5.14
Montenegro,2016,6.11
Montenegro,2017,4.98
Montenegro,2018,4.98
Montenegro,2019,4.5
Montenegro,2020,5.31
Montenegro,2021,5.8
Montenegro,2022,5.34
Netherlands,2008,132.06
Netherlands,2009,132.54
Netherlands,2010,244.71
Netherlands,2011,245.56
Netherlands,2012,234.13
Netherlands,2013,229.21
Netherlands,2014,222.5
Netherlands,2015,212.51
Netherlands,2016,184.11
Netherlands,2017,162.46
Netherlands,2018,158.17
Netherlands,2019,165.78
Netherlands,2020,158.67
Netherlands,2021,128.61
Netherlands,2022,152.5
North Macedonia,2008,28.41
North Macedonia,2009,29.63
North Macedonia,2010,25.67
North Macedonia,2011,23.67
North Macedonia,2012,18.01
North Macedonia,2013,24.58
North Macedonia,2014,26.24
North Macedonia,2015,:
North Macedonia,2016,:
North Macedonia,2017,:
North Macedonia,2018,:
North Macedonia,2019,:
North Macedonia,2020,:
North Macedonia,2021,:
North Macedonia,2022,:
Northern Ireland (UK) (NUTS 2021),2008,173.75
Northern Ireland (UK) (NUTS 2021),2009,164.37
Northern Ireland (UK) (NUTS 2021),2010,156.92
Northern Ireland (UK) (NUTS 2021),2011,133.29
Northern Ireland (UK) (NUTS 2021),2012,115.51
Northern Ireland (UK) (NUTS 2021),2013,116.11
Northern Ireland (UK) (NUTS 2021),2014,110.22
Northern Ireland (UK) (NUTS 2021),2015,91.92
Northern Ireland (UK) (NUTS 2021),2016,84
Northern Ireland (UK) (NUTS 2021),2017,75.48
Northern Ireland (UK) (NUTS 2021),2018,77.4
Northern Ireland (UK) (NUTS 2021),2019,:
Northern Ireland (UK) (NUTS 2021),2020,:
Northern Ireland (UK) (NUTS 2021),2021,:
Northern Ireland (UK) (NUTS 2021),2022,:
Norway,2008,251.23
Norway,2009,250.33
Norway,2010,223.5
Norway,2011,189.38
Norway,2012,159.51
Norway,2013,131.33
Norway,2014,128.94
Norway,2015,103.84
Norway,2016,85.75
Norway,2017,77.15
Norway,2018,76.7
Norway,2019,72.46
Norway,2020,75.66
Norway,2021,58.35
Norway,2022,74.06
Poland,2008,46.36
Poland,2009,45.29
Poland,2010,43.5
Poland,2011,43.55
Poland,2012,42.64
Poland,2013,47.91
Poland,2014,44.93
Poland,2015,40.28
Poland,2016,37.77
Poland,2017,32.78
Poland,2018,28.89
Poland,2019,28.65
Poland,2020,29.21
Poland,2021,27.85
Poland,2022,24.23
Portugal,2008,239.49
Portugal,2009,213.38
Portugal,2010,192.08
Portugal,2011,184.44
Portugal,2012,150.82
Portugal,2013,141.11
Portugal,2014,131.61
Portugal,2015,115.83
Portugal,2016,111.5
Portugal,2017,99.46
Portugal,2018,95.85
Portugal,2019,91.24
Portugal,2020,84.34
Portugal,2021,72.68
Portugal,2022,78.21
Romania,2008,11.41
Romania,2009,14.52
Romania,2010,11.79
Romania,2011,8.78
Romania,2012,8.1
Romania,2013,14.45
Romania,2014,27.21
Romania,2015,23.45
Romania,2016,6.9
Romania,2017,14.9
Romania,2018,10.69
Romania,2019,30.66
Romania,2020,30.27
Romania,2021,29.47
Romania,2022,27.51
Scotland (NUTS 2021),2008,222.74
Scotland (NUTS 2021),2009,178.34
Scotland (NUTS 2021),2010,166.13
Scotland (NUTS 2021),2011,133.7
Scotland (NUTS 2021),2012,108
Scotland (NUTS 2021),2013,112.33
Scotland (NUTS 2021),2014,101.6
Scotland (NUTS 2021),2015,93.87
Scotland (NUTS 2021),2016,97.01
Scotland (NUTS 2021),2017,92.78
Scotland (NUTS 2021),2018,91.04
Scotland (NUTS 2021),2019,:
Scotland (NUTS 2021),2020,:
Scotland (NUTS 2021),2021,:
Scotland (NUTS 2021),2022,:
Serbia,2008,55.43
Serbia,2009,44.92
Serbia,2010,44.92
Serbia,2011,46.47
Serbia,2012,38.26
Serbia,2013,30.9
Serbia,2014,26.52
Serbia,2015,23.75
Serbia,2016,21.17
Serbia,2017,22.09
Serbia,2018,17.48
Serbia,2019,13.53
Serbia,2020,10.26
Serbia,2021,8.91
Serbia,2022,8.52
Slovakia,2008,76.92
Slovakia,2009,70.21
Slovakia,2010,62.22
Slovakia,2011,49.96
Slovakia,2012,47.11
Slovakia,2013,44.93
Slovakia,2014,42.41
Slovakia,2015,35.64
Slovakia,2016,30.79
Slovakia,2017,28.04
Slovakia,2018,24.6
Slovakia,2019,19.12
Slovakia,2020,17.99
Slovakia,2021,17.18
Slovakia,2022,14.35
Slovenia,2008,28.95
Slovenia,2009,28.83
Slovenia,2010,26.09
Slovenia,2011,25.75
Slovenia,2012,26.22
Slovenia,2013,30.16
Slovenia,2014,28.82
Slovenia,2015,37.57
Slovenia,2016,39.48
Slovenia,2017,26.82
Slovenia,2018,26.27
Slovenia,2019,22.2
Slovenia,2020,25.38
Slovenia,2021,15.74
Slovenia,2022,14.33
Spain,2008,146.96
Spain,2009,111.84
Spain,2010,114.33
Spain,2011,102.13
Spain,2012,92.17
Spain,2013,80.47
Spain,2014,70.68
Spain,2015,77.65
Spain,2016,84
Spain,2017,79.69
Spain,2018,64.69
Spain,2019,61.62
Spain,2020,42.14
Spain,2021,42.81
Spain,2022,50.69
Sweden,2008,486.95
Sweden,2009,436.01
Sweden,2010,374.8
Sweden,2011,366.1
Sweden,2012,305.03
Sweden,2013,290.12
Sweden,2014,280.56
Sweden,2015,272.03
Sweden,2016,255.65
Sweden,2017,240.76
Sweden,2018,215.44
Sweden,2019,196
Sweden,2020,206.94
Sweden,2021,179.19
Sweden,2022,162.37
Switzerland,2008,:
Switzerland,2009,110.36
Switzerland,2010,97.66
Switzerland,2011,95.81
Switzerland,2012,96.67
Switzerland,2013,78.39
Switzerland,2014,81.16
Switzerland,2015,76.78
Switzerland,2016,72.63
Switzerland,2017,78.82
Switzerland,2018,90.05
Switzerland,2019,104
Switzerland,2020,114.11
Switzerland,2021,147.17
Switzerland,2022,216.94
Türkiye,2008,:
Türkiye,2009,42.19
Türkiye,2010,39.08
Türkiye,2011,37.25
Türkiye,2012,41.5
Türkiye,2013,:
Türkiye,2014,:
Türkiye,2015,:
Türkiye,2016,67.57
Türkiye,2017,65.46
Türkiye,2018,45.4
Türkiye,2019,34.68
Türkiye,2020,39.09
Türkiye,2021,39.66
Türkiye,2022,:
