Country,FIPS,ISO2,ISO3,UN,NAME,lat,lon,Year,Value,Crime Type,Data Type
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2009,:,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2010,:,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2011,:,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2012,:,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2013,:,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2014,:,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2015,:,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2016,22.19,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2017,25.12,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2018,25.98,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2019,32.82,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2020,31.85,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2021,32.92,Exploitation sexuelle,Per hundred thousand inhabitants
Belgique,BE,BE,BEL,56.0,Belgique,50.6428512328,4.6639886769,2022,18.18,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2008,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2009,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2010,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2011,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2012,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2013,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2014,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2015,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2016,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2017,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2018,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2019,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2020,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2021,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bosnie-Herzégovine,BK,BA,BIH,70.0,Bosnie-Herzégovine,44.1681150713,17.7865309991,2022,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2008,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2009,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2010,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2011,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2012,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2013,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2014,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2015,:,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2016,0.84,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2017,0.8,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2018,1.01,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2019,0.61,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2020,0.82,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2021,0.88,Exploitation sexuelle,Per hundred thousand inhabitants
Bulgarie,BU,BG,BGR,100.0,Bulgarie,42.7613767152,25.2315070042,2022,0.95,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2008,:,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2009,:,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2010,:,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2011,:,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2012,:,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2013,:,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2014,:,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2015,:,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2016,10.88,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2017,8.95,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2018,6.7,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2019,9.84,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2020,8.87,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2021,12.36,Exploitation sexuelle,Per hundred thousand inhabitants
Croatie,HR,HR,HRV,191.0,Croatie,45.815399,15.966568,2022,15.87,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2008,:,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2009,:,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2010,:,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2011,:,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2012,:,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2013,:,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2014,:,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2015,:,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2016,9.43,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2017,11.7,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2018,14.58,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2019,12.1,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2020,18.47,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2021,19.87,Exploitation sexuelle,Per hundred thousand inhabitants
Chypre,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859,2022,19.12,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2008,:,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2009,:,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2010,:,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2011,:,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2012,:,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2013,:,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2014,:,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2015,:,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2016,3.75,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2017,5.19,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2018,6.44,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2019,7.18,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2020,6.23,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2021,7.29,Exploitation sexuelle,Per hundred thousand inhabitants
Tchéquie,EZ,CZ,CZE,203.0,Czech Republic,49.7428590028,15.3384118221,2022,9.01,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2008,:,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2009,:,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2010,:,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2011,:,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2012,:,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2013,:,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2014,:,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2015,:,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2016,10.46,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2017,35.47,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2018,29.08,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2019,27.57,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2020,32.65,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2021,36.39,Exploitation sexuelle,Per hundred thousand inhabitants
Danemark,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075,2022,57.29,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2008,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2009,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2010,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2011,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2012,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2013,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2014,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2015,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2016,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2017,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2018,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2019,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2020,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2021,:,Exploitation sexuelle,Per hundred thousand inhabitants
Angleterre et Pays de Galles,UKEW,XE,XEW,826.0,Angleterre et Pays de Galles,52.3555,-1.1743,2022,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2008,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2009,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2010,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2011,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2012,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2013,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2014,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2015,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2016,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2017,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2018,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2019,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2020,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2021,:,Exploitation sexuelle,Per hundred thousand inhabitants
Estonie,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945,2022,:,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2008,:,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2009,:,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2010,:,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2011,:,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2012,:,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2013,:,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2014,:,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2015,:,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2016,5.14,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2017,5.89,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2018,6.67,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2019,10.31,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2020,16.2,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2021,14.49,Exploitation sexuelle,Per hundred thousand inhabitants
Finlande,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977,2022,17.18,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2008,:,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2009,:,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2010,:,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2011,:,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2012,:,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2013,:,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2014,:,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2015,:,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2016,11.47,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2017,13.42,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2018,13.99,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2019,15.83,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2020,16.96,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2021,18.4,Exploitation sexuelle,Per hundred thousand inhabitants
France,FR,FR,FRA,250.0,France,46.564502139,2.55195527587,2022,18.29,Exploitation sexuelle,Per hundred thousand inhabitants
